X Scale,Y Scale,key_resp_2.keys,key_resp_2.rt,key_resp_5.keys,key_resp_5.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,img,participant,age,gender,date,expName,psychopyVersion,OS,frameRate,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,img2,key_resp.keys,key_resp.rt,key_resp_4.keys,key_resp_4.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,img3
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.564,0,41,41,51,1,exp_2_50/_f50_ffn_225_14_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.614,0,42,42,20,1,exp_1_50/_f50_ffn_112_23_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.65,0,43,43,107,1,exp_3_50/_f50_ffn_450_34_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,2.0503,0,44,44,106,1,exp_3_50/_f50_ffn_450_33_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,2.0641,0,45,45,128,1,exp_3_50/_f50_ffn_900_22_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.5172,0,46,46,35,1,exp_1_50/_f50_ffn_112_39_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.6277,0,47,47,41,1,exp_2_50/_f50_ffn_225_2_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.6622,0,48,48,10,1,exp_1_50/_f50_ffn_112_13_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.9478,0,49,49,56,1,exp_2_50/_f50_ffn_225_19_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.6992,0,50,50,38,1,exp_1_50/_f50_f00034303.jpg.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.578,0,51,51,15,1,exp_1_50/_f50_ffn_112_18_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.7364,0,52,52,8,1,exp_1_50/_f50_ffn_112_11_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.7077,0,53,53,66,1,exp_2_50/_f50_ffn_225_29_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.5333,0,54,54,153,1,exp_3_50/_f50_f00016694.jpg.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.9814,0,55,55,53,1,exp_2_50/_f50_ffn_225_16_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,5.7086,0,56,56,81,1,exp_3_50/_f50_ffn_450_2_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.7581,0,57,57,92,1,exp_3_50/_f50_ffn_450_16_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.5985,0,58,58,9,1,exp_1_50/_f50_ffn_112_12_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,2.2371,0,59,59,143,1,exp_3_50/_f50_ffn_900_38_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.5065,0,60,60,84,1,exp_3_50/_f50_ffn_450_6_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.5053,0,61,61,156,1,exp_3_50/_f50_f00048357.jpg.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.6113,0,62,62,0,1,exp_1_50/_f50_ffn_112_1_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.5626,0,63,63,112,1,exp_3_50/_f50_ffn_450_40_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.7515,0,64,64,14,1,exp_1_50/_f50_ffn_112_17_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.7302,0,65,65,86,1,exp_3_50/_f50_ffn_450_9_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.6006,0,66,66,30,1,exp_1_50/_f50_ffn_112_33_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.6657,0,67,67,54,1,exp_2_50/_f50_ffn_225_17_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.7065,0,68,68,6,1,exp_1_50/_f50_ffn_112_9_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.6152,0,69,69,147,1,exp_3_50/_f50_f00006916.jpg.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.6385,0,70,70,64,1,exp_2_50/_f50_ffn_225_27_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.5828,0,71,71,151,1,exp_3_50/_f50_f00015455.jpg.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.6877,0,72,72,44,1,exp_2_50/_f50_ffn_225_6_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.712,0,73,73,150,1,exp_3_50/_f50_f00011693.jpg.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.6258,0,74,74,118,1,exp_3_50/_f50_ffn_900_8_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.6977,0,75,75,135,1,exp_3_50/_f50_ffn_900_30_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,2.3389,0,76,76,110,1,exp_3_50/_f50_ffn_450_38_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.5409,0,77,77,99,1,exp_3_50/_f50_ffn_450_24_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.6513,0,78,78,3,1,exp_1_50/_f50_ffn_112_6_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.6393,0,79,79,140,1,exp_3_50/_f50_ffn_900_35_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,2.7615,0,80,80,78,1,exp_2_50/_f50_f00035743.jpg.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.5089,0,81,81,4,1,exp_1_50/_f50_ffn_112_7_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.5234,0,82,82,27,1,exp_1_50/_f50_ffn_112_30_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.5605,0,83,83,73,1,exp_2_50/_f50_ffn_225_37_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.5918,0,84,84,102,1,exp_3_50/_f50_ffn_450_29_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.5169,0,85,85,157,1,exp_3_50/_f50_f00048602.jpg.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.914,0,86,86,75,1,exp_2_50/_f50_ffn_225_40_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.5349,0,87,87,26,1,exp_1_50/_f50_ffn_112_29_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.6182,0,88,88,59,1,exp_2_50/_f50_ffn_225_22_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.601,0,89,89,126,1,exp_3_50/_f50_ffn_900_19_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.5833,0,90,90,69,1,exp_2_50/_f50_ffn_225_33_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.5047,0,91,91,149,1,exp_3_50/_f50_f00010886.jpg.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.7542,0,92,92,72,1,exp_2_50/_f50_ffn_225_36_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.5646,0,93,93,94,1,exp_3_50/_f50_ffn_450_18_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,2.2125,0,94,94,62,1,exp_2_50/_f50_ffn_225_25_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.6143,0,95,95,17,1,exp_1_50/_f50_ffn_112_20_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.5969,0,96,96,108,1,exp_3_50/_f50_ffn_450_36_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.6345,0,97,97,24,1,exp_1_50/_f50_ffn_112_27_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.5999,0,98,98,113,1,exp_3_50/_f50_ffn_900_1_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.7426,0,99,99,121,1,exp_3_50/_f50_ffn_900_12_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.6921,0,100,100,137,1,exp_3_50/_f50_ffn_900_32_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.6529,0,101,101,19,1,exp_1_50/_f50_ffn_112_22_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.7555,0,102,102,138,1,exp_3_50/_f50_ffn_900_33_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.5071,0,103,103,58,1,exp_2_50/_f50_ffn_225_21_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.5627,0,104,104,11,1,exp_1_50/_f50_ffn_112_14_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.6849,0,105,105,76,1,exp_2_50/_f50_f00001816.jpg.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.5603,0,106,106,144,1,exp_3_50/_f50_ffn_900_39_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.54,0,107,107,145,1,exp_3_50/_f50_f00003929.jpg.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.4745,0,108,108,132,1,exp_3_50/_f50_ffn_900_27_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.6487,0,109,109,23,1,exp_1_50/_f50_ffn_112_26_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.4787,0,110,110,152,1,exp_3_50/_f50_f00015458.jpg.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.6005,0,111,111,37,1,exp_1_50/_f50_f00014376.jpg.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.5149,0,112,112,25,1,exp_1_50/_f50_ffn_112_28_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.6894,0,113,113,101,1,exp_3_50/_f50_ffn_450_28_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.5317,0,114,114,117,1,exp_3_50/_f50_ffn_900_7_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.6956,0,115,115,119,1,exp_3_50/_f50_ffn_900_9_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,2.1278,0,116,116,120,1,exp_3_50/_f50_ffn_900_11_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.4961,0,117,117,124,1,exp_3_50/_f50_ffn_900_17_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.5281,0,118,118,46,1,exp_2_50/_f50_ffn_225_8_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.7118,0,119,119,148,1,exp_3_50/_f50_f00010807.jpg.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.7078,0,120,120,57,1,exp_2_50/_f50_ffn_225_20_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.5835,0,121,121,116,1,exp_3_50/_f50_ffn_900_5_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.4612,0,122,122,134,1,exp_3_50/_f50_ffn_900_29_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.5576,0,123,123,114,1,exp_3_50/_f50_ffn_900_2_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.529,0,124,124,146,1,exp_3_50/_f50_f00005526.jpg.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.6814,0,125,125,67,1,exp_2_50/_f50_ffn_225_31_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.4875,0,126,126,40,1,exp_2_50/_f50_ffn_225_1_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,2.2467,0,127,127,125,1,exp_3_50/_f50_ffn_900_18_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.4731,0,128,128,159,1,exp_3_50/_f50_f00051495.jpg.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.6197,0,129,129,158,1,exp_3_50/_f50_f00048675.jpg.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.6178,0,130,130,33,1,exp_1_50/_f50_ffn_112_37_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.5643,0,131,131,115,1,exp_3_50/_f50_ffn_900_4_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.7397,0,132,132,74,1,exp_2_50/_f50_ffn_225_38_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.897,0,133,133,89,1,exp_3_50/_f50_ffn_450_12_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.8449,0,134,134,50,1,exp_2_50/_f50_ffn_225_12_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.5786,0,135,135,95,1,exp_3_50/_f50_ffn_450_20_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.6089,0,136,136,83,1,exp_3_50/_f50_ffn_450_4_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.6188,0,137,137,77,1,exp_2_50/_f50_f00013904.jpg.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.5793,0,138,138,133,1,exp_3_50/_f50_ffn_900_28_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.6272,0,139,139,48,1,exp_2_50/_f50_ffn_225_10_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.5577,0,140,140,103,1,exp_3_50/_f50_ffn_450_30_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.418,0,141,141,22,1,exp_1_50/_f50_ffn_112_25_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.479,0,142,142,5,1,exp_1_50/_f50_ffn_112_8_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.6423,0,143,143,70,1,exp_2_50/_f50_ffn_225_34_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.5149,0,144,144,82,1,exp_3_50/_f50_ffn_450_3_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.6118,0,145,145,98,1,exp_3_50/_f50_ffn_450_23_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.6678,0,146,146,1,1,exp_1_50/_f50_ffn_112_2_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.6198,0,147,147,47,1,exp_2_50/_f50_ffn_225_9_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.7431,0,148,148,96,1,exp_3_50/_f50_ffn_450_21_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.5847,0,149,149,13,1,exp_1_50/_f50_ffn_112_16_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.4542,0,150,150,142,1,exp_3_50/_f50_ffn_900_37_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.6692,0,151,151,45,1,exp_2_50/_f50_ffn_225_7_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.5476,0,152,152,127,1,exp_3_50/_f50_ffn_900_21_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.5959,0,153,153,80,1,exp_3_50/_f50_ffn_450_1_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.5769,0,154,154,28,1,exp_1_50/_f50_ffn_112_31_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.717,0,155,155,42,1,exp_2_50/_f50_ffn_225_3_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.5533,0,156,156,123,1,exp_3_50/_f50_ffn_900_14_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.5851,0,157,157,111,1,exp_3_50/_f50_ffn_450_39_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,left,1.6198,0,158,158,52,1,exp_2_50/_f50_ffn_225_15_900.ppm.jpg
,,,,,,,,,,,,001-june16,52,other,2021-06-16_11h27.40.089,final,2021.1.4,Win32,60.19020104,,,,,,,,,right,1.5435,0,159,159,129,1,exp_3_50/_f50_ffn_900_23_900.ppm.jpg
